Title,Abstract,ArticleURL,Year,Cites,Authors,SELECTED
StepGRPO: Learning to Reason with Multimodal Large Language Models via Step-wise Group Relative Policy Optimization,"… Multimodal large language models (MLLMs) have achieved significant progress in vision-… These multimodal benchmarks cover a wide range of tasks from mathematical reasoning, chart …",https://jingyi0000.github.io/StepGRPO_MLLM/static/images/StepGRPO_arxiv.pdf,,0,"JZJ Huang, HYSLX Zhang, SLD Tao",
Automatically Generated Multi-Agent Framework for Jailbreaking Large Language Models,"… a single agent in tasks such as mathematical reasoning and code completion. Similarly, … jailbreak testing of black-box large language models. This framework can automatically …",https://ieeexplore.ieee.org/abstract/document/11047880/,2025,0,"A Yang, B Wang, A Liu, H Li",
Hephaestus: Improving fundamental agent capabilities of large language models through continual pre-training,"… For the text data, we primarily select a corpus that covers commonsense reasoning, mathematical reasoning, scientific reasoning, and general text. • RedPajama_CommonCrawls1 (…",https://arxiv.org/abs/2502.06589,2025,2,"Y Zhuang, J Yang, H Jiang, X Liu, K Cheng…",
Unveiling the Learning Mind of Language Models: A Cognitive Framework and Empirical Study,"… To address the lack of analyzing of learning ability in large language models, we propose a … approaches and the need for new algorithmic innovations in mathematical reasoning. …",https://arxiv.org/abs/2506.13464,2025,1,"Z Hu, J Lian, Z Xiao, S Zhang, T Wang, NJ Yuan…",
Step-level Verifier-guided Hybrid Test-Time Scaling for Large Language Models,… Llama-berry: Pairwise optimization for olympiadlevel mathematical reasoning via o1-like monte carlo tree search. In Proceedings of the 2025 Conference of the Nations of the Americas …,https://arxiv.org/abs/2507.15512,2025,0,"K Chang, Y Shi, C Wang, H Zhou, C Hu, X Liu…",
Default Project: RL Fine-Tuning of Language Models,"… Mathematical reasoning: Mathematical reasoning is a key challenge in evaluating large language models (LLMs). Early work, such as GPT-3 by Brown et al. (2020), showed that few-…",https://cs224r.stanford.edu/projects/pdfs/CS224R_Final_Paper1.pdf,,0,"J Zheng, Y Zhao, Z Li",
Demystifying the Visual Quality Paradox in Multimodal Large Language Models,"… • MathVista [Lu et al., 2024b]: a consolidated Mathematical reasoning benchmark with (1) seven mathematical reasoning types: algebraic reasoning (ALG), arithmetic reasoning (ARI), …",https://arxiv.org/abs/2506.15645,2025,0,"S Xing, L Guo, H Hua, S Lee, P Li, Y Wang…",
"IQBench: How"" Smart''Are Vision-Language Models? A Study with Human IQ Tests","… been driven by the development of Large Language Models (LLMs), … mathematical reasoning of foundation models in visual contexts. In The 3rd Workshop on Mathematical Reasoning …",https://arxiv.org/abs/2505.12000,2025,0,"TH Pham, PV Nguyen, DT Hung, BT Duong…",
Direct Induction Proof Challenge: Evaluating Large Language Models on Deeply Nested Mathematical Induction,"… We introduce a challenge designed to evaluate the capability of Large Language Models (LLMs) in performing mathematical induction proofs, with a particular focus on nested induction…",https://openreview.net/forum?noteId=kFrk1m2qSW,,0,"R Ando, K Mineshima, M Okada",
Position: Trustworthy AI Agents Require the Integration of Large Language Models and Formal Methods,"… Unlike model checking, which is primarily designed for finite models and faces challenges with state space explosion, theorem proving excels in leveraging mathematical reasoning to …",https://openreview.net/forum?id=wkisIZbntD,,1,"Y Zhang, Y Cai, X Zuo, X Luan, K Wang, Z Hou…",
Endive: A cross-dialect benchmark for fairness and performance in large language models,"… arithmetic problems that test robustness in mathematical reasoning. We sampled 700 examples. … Evaluating large language models trained on code. Preprint, arXiv:2107.03374. …",https://arxiv.org/abs/2504.07100,2025,1,"A Gupta, J Cheung, P Meng, S Sayyed, A Liao…",
Disentangling Biased Knowledge from Reasoning in Large Language Models via Machine Unlearning,"… These benchmarks involve logical inference, mathematical reasoning, and contextual understanding—abilities that align more closely with the definition of reasoning rather than the …",https://aclanthology.org/2025.acl-long.305/,2025,0,"Z Liu, S Maharjan, F Wu, R Parikh…",
Galaxy: Fine-Tuning Large Language Models with Reinforcement Learning,… Motivation Large language models (LLMs) demonstrate impressive capabilities in language … and performing multi-step mathematical reasoning. Improving the alignment and reasoning …,https://cs224r.stanford.edu/projects/pdfs/CS224R_Final_Report_final.pdf,,0,"F Zhu, S Zhang, S Wu",
PADRE: Pseudo-Likelihood based Alignment of Diffusion Language Models,… Experiments on mathematical reasoning benchmarks show that PADRE matches or … Chain-of-thought prompting elicits reasoning in large language models. Advances in neural …,https://openreview.net/forum?id=gzdqCqN095,,0,S Shankar,
Taco: Learning multi-modal models to reason and act with synthetic chains-of-thought-and-action,"… Notably, we observe a staggering 10 - 20% improvement on MMVet, which tests for diverse capabilities with a focus on OCR and mathematical reasoning. Training on high-quality …",https://openreview.net/forum?id=8fty8ubFmm,,1,"Z Ma, J Zhang, Z Liu, J Zhang, J Tan, M Shu…",
Utilizing Multilingual Encoders to Improve Large Language Models for Low-Resource Languages,"… multilingual capabilities of English-centric Large Language Models (LLMs) by incorporating all … Li, “Breaking language barriers in multilingual mathematical Reasoning: Insights and Ob…",https://arxiv.org/abs/2508.09091,2025,0,"I Puranegedara, T Chathumina, N Ranathunga…",
Test and Evaluation of Large Language Models to Support Informed Government Acquisition,… As large language models (LLMs) continue to advance and find applications in critical … Mathematical reasoning GSM8K MATH Tests mathematical problem-solving skills Moderate …,https://www.dair.nps.edu/handle/123456789/5389,2025,0,"B Mayer, J Chandrasekaran, E Lanus, P Butler…",
Through the Valley: Path to Effective Long CoT Training for Small Language Models,"… constitute valuable resources for enhancing the reasoning ability of large language models (… We evaluate on three prevalent mathematical reasoning benchmarks: AIME243, AMC234, …",https://arxiv.org/abs/2506.07712,2025,1,"R Luo, J Li, C Huang, W Lu",
Evaluating the Logical Reasoning Abilities of Large Reasoning Models,"… mathematical reasoning in large reasoning models. Compared to our dataset, mathematical reasoning … for evaluating logical reasoning in large language models, revealing that while …",https://arxiv.org/abs/2505.11854,2025,0,"H Liu, Y Ding, Z Fu, C Zhang, X Liu, Y Zhang",
SCOUT: Teaching Pre-trained Language Models to Enhance Reasoning via Flow Chain-of-Thought,"… improves the reasoning performance of large language models (LLMs) by encouraging step… ), and (4) MathInstruct [11] (multi-step mathematical reasoning). For distillation, we apply the …",https://arxiv.org/abs/2505.24181,2025,0,"G Li, W Jiang, M Chen, Y Li, H Yu, S Dong…",
KG-o1: Enhancing Multi-hop Question Answering in Large Language Models via Knowledge Graph Integration,"… Additionally, we include two advanced general-purpose large language models (GPLLMs): … Deepseekmath: Pushing the limits of mathematical reasoning in open language models. …",https://arxiv.org/abs/2508.15790,2025,0,"N Wang, Y Fan, ZY Wang, X Cao, X He, H Jiang…",
Towards Principled Training and Serving of Large Language Models,"… However, these approaches exhibit limitations in domains requiring precise verification, particularly for mathematical reasoning and complex coding tasks, where human expertise …",https://www2.eecs.berkeley.edu/Pubs/TechRpts/2025/EECS-2025-6.pdf,2025,0,B Zhu,
BOPRO: Towards New Style Bayesian Optimization with Large Language Models,"… Our evaluation dataset is GSM8K [4], which assesses large language models’ mathematical reasoning capabilities. It contains over 8,000 elementary math problems covering various …",https://link.springer.com/chapter/10.1007/978-981-95-0017-8_28,2025,0,"Q Feng, Z Huang, Y Wei, WW Xing",
Skip-thinking: Chunk-wise chain-of-thought distillation enable smaller language models to reason better and faster,"… For mathematical reasoning, which has a large variation in reasoning methods and steps, … Training large language models to reason in a continuous latent space. arXiv preprint arXiv:…",https://arxiv.org/abs/2505.18642,2025,2,"X Chen, S Zhou, K Liang, X Sun, X Liu",
Advances in Auto-Grading with Large Language Models: A Cross-Disciplinary Survey,"… Mathematics Assessments Problems requiring mathematical reasoning, calculation, and … Step-by-step evaluation of solution process, correctness, and mathematical reasoning …",https://aclanthology.org/2025.bea-1.35.pdf,,0,"FETA Nkoyo, CF Ijezue, M Amjad, AI Amjad, S Butt…",
"Think, prune, train, improve: Scaling reasoning without scaling models","… Large language models (LLMs) have demonstrated strong capabilities in programming and mathematical reasoning tasks, but are constrained by limited highquality training data. …",https://arxiv.org/abs/2504.18116,2025,8,"C Costello, S Guo, A Goldie, A Mirhoseini",
Token assorted: Mixing latent and text tokens for improved language model reasoning,… the baselines on various types of mathematical reasoning benchmarks. The models are fine-… to enhance the reasoning capability of Large Language Models (LLMs) by combining latent …,https://arxiv.org/abs/2502.03275,2025,18,"DJ Su, H Zhu, Y Xu, J Jiao, Y Tian, Q Zheng",
"Large Language Models (LLMs): Architectures, Applications, and Future Innovations in Artificial Intelligence","… The Apple research paper on mathematical reasoning reveals that when LLMs are tested on symbolic datasets like GSM-Symbolic, their performance degrades sharply as the …",https://www.researchgate.net/profile/Aryaman-Sharma-3/publication/388256187_Large_Language_Models_LLMs_Architectures_Applications_and_Future_Innovations_in_Artificial_Intelligence/links/6854869199d2ce32c1c9c22e/Large-Language-Models-LLMs-Architectures-Applications-and-Future-Innovations-in-Artificial-Intelligence.pdf,,1,A Sharma,
Improving Rule-based Reasoning in LLMs using Neurosymbolic Representations,"… Large language models (LLMs) continue to face challenges … , as often found in mathematical reasoning tasks. This paper … on a suite of mathematical reasoning tasks compared to chainof…",https://arxiv.org/abs/2502.01657,2025,0,"V Dhanraj, C Eliasmith",
Country Landscape of Large Language Models Development: A Review,"… smaller derivative models: SenseTime released InternLM-7B and InternLM-20B models, including specialized versions like InternLM-Math-7B (fine-tuned for mathematical reasoning), …",https://www.preprints.org/frontend/manuscript/55011f84f4aa54ecbce871965cfa42d5/download_pub,2025,0,"WC Choi, CI Chang, IC Choi, LC Lam",
Revisiting LLM Reasoning via Information Bottleneck,"… Abstract Large language models (LLMs) have recently … across multiple mathematical reasoning benchmarks and RL … During the post-training, we evaluate the mathematical reasoning …",https://arxiv.org/abs/2507.18391,2025,1,"S Lei, Z Cheng, K Jia, D Tao",
